13:49:24 - 11-17-2010: dm_vout_2_source_fb -> 2d
13:49:24 - 11-17-2010: THEATER_TV_POWER_OFF -> 1
13:49:24 - 11-17-2010: GUEST_BED_S_TV_POWER_OFF -> 1
13:49:24 - 11-17-2010: LOFT_TV_POWER_OFF -> 1
13:49:24 - 11-17-2010: GUEST_BED_N_TV_POWER_OFF -> 1
13:49:24 - 11-17-2010: MASTER_BED_TV_POWER_OFF -> 1
13:49:24 - 11-17-2010: Master_Entry_Chandalier_Full_On -> 1
13:49:24 - 11-17-2010: Master_Entry_Chandalier_Level -> 65535d
13:49:24 - 11-17-2010: China_Cabinet_Full_On -> 1
13:49:24 - 11-17-2010: China_Cabinet_Level -> 65535d
13:49:24 - 11-17-2010: Guest_Bed_N_Hall_Full_On -> 1
13:49:24 - 11-17-2010: Guest_Bed_N_Hall_Level -> 65535d
13:49:24 - 11-17-2010: Wine_Room_Shelf_Level -> 65535d
13:49:24 - 11-17-2010: Wine_Room_Backlight_Level -> 65535d
13:49:24 - 11-17-2010: Master_Entry_Full_On -> 1
13:49:24 - 11-17-2010: Master_Entry_Is_On -> 1
13:49:24 - 11-17-2010: Master_Entry_Level -> 65535d
13:49:24 - 11-17-2010: Front_Door_Full_On -> 1
13:49:24 - 11-17-2010: Front_Door_Is_On -> 1
13:49:24 - 11-17-2010: Front_Door_Level -> 65535d
13:49:24 - 11-17-2010: Stairs_Full_On -> 1
13:49:24 - 11-17-2010: Stairs_Level -> 65535d
13:49:24 - 11-17-2010: Stairs_2_Full_On -> 1
13:49:24 - 11-17-2010: Stairs_2_Level -> 65535d
13:49:24 - 11-17-2010: Kitchen_Pendant_Full_On -> 1
13:49:24 - 11-17-2010: Kitchen_Pendant_Level -> 65535d
13:49:24 - 11-17-2010: Laundry_Hall_Level -> 65535d
13:49:24 - 11-17-2010: Room_1_Off -> 1
13:49:24 - 11-17-2010: Room_2_Off -> 1
13:49:24 - 11-17-2010: Room_3_Off -> 1
13:49:24 - 11-17-2010: Room_4_Off -> 1
13:49:24 - 11-17-2010: Theater_OH_Room_Off -> 1
13:49:24 - 11-17-2010: Room_1_Off_fb -> 1
13:49:24 - 11-17-2010: Room_2_Off_fb -> 1
13:49:24 - 11-17-2010: Room_3_Off_fb -> 1
13:49:24 - 11-17-2010: Room_4_Off_fb -> 1
13:49:24 - 11-17-2010: Stopped -> 1
13:49:24 - 11-17-2010: Room_1_Mute_Off_Fb -> 1
13:49:24 - 11-17-2010: Room_2_Mute_Off_Fb -> 1
13:49:24 - 11-17-2010: Room_3_Mute_Off_Fb -> 1
13:49:24 - 11-17-2010: Room_4_Mute_Off_Fb -> 1
13:49:24 - 11-17-2010: Room_1_Stereo_Fb -> 1
13:49:24 - 11-17-2010: Room_2_Stereo_Fb -> 1
13:49:24 - 11-17-2010: Room_3_Stereo_Fb -> 1
13:49:24 - 11-17-2010: Room_4_Stereo_Fb -> 1
13:49:24 - 11-17-2010: line_1_fb -> 1
13:49:24 - 11-17-2010: Theater_OH_Room_is_Off -> 1
13:49:24 - 11-17-2010: (AM/FM1)_RBDS_Station -> 1d
13:49:24 - 11-17-2010: (AM/FM2)_RBDS_Station -> 1d
13:49:24 - 11-17-2010: Now_Playing$ -> \x1B!iPod Not Found\x1B" \x1B# 
13:49:24 - 11-17-2010: Now_Playing_Line_1$ -> iPod Not Found
13:49:24 - 11-17-2010: Now_Playing_Line_2$ ->  
13:49:24 - 11-17-2010: Now_Playing_Transport$ ->  
13:49:24 - 11-17-2010: AM/FM1_Now_Playing_Transport$ ->  
13:49:24 - 11-17-2010: AM/Fm2_Now_Playing_Transport$ ->  
13:49:24 - 11-17-2010: station$ ->  00.0 
13:49:24 - 11-17-2010: ADMS_Ready -> 1
13:49:24 - 11-17-2010: Video_Active -> 1
13:49:24 - 11-17-2010: AZ1_Shuffle_Off -> 1
13:49:24 - 11-17-2010: AZ1_Repeat_Off -> 1
13:49:24 - 11-17-2010: AZ1_Title -> No Media Selected
13:49:24 - 11-17-2010: Theater_Stopped -> 1
13:49:24 - 11-17-2010: Theater_Shuffle_Off -> 1
13:49:24 - 11-17-2010: Theater_Repeat_Off -> 1
13:49:24 - 11-17-2010: Theater_Playing_Line_1 -> The Proposal
13:49:24 - 11-17-2010: Theater_Playing_Line_2 -> MEDIA
13:49:24 - 11-17-2010: Theater_Title -> The Proposal
13:49:24 - 11-17-2010: Theater_Artist -> MEDIA
13:49:24 - 11-17-2010: Theater_Cover_Art -> http://cdn-9.nflximg.com/us/boxshots/large/70112727.jpg
13:49:24 - 11-17-2010: TPS-6X_#_Browse_Lines -> 4d
13:49:24 - 11-17-2010: TPS-6X_Browse_1_Selected_b -> 1
13:49:24 - 11-17-2010: TPS-6X_Audio_Zone_Scroll_Bar -> 65535d
13:49:24 - 11-17-2010: TPS-6X_Current_Menu -> 1d
13:49:24 - 11-17-2010: TPS-6X_List_Header -> Select Media
13:49:24 - 11-17-2010: TPS-6X_Line1 -> Playlists
13:49:24 - 11-17-2010: TPS-6X_Line2 -> Albums
13:49:24 - 11-17-2010: TPS-6X_Line3 -> Artists
13:49:24 - 11-17-2010: TPS-6X_Line4 -> Genres
13:49:24 - 11-17-2010: iPad_Enable_Server_1 -> 1
13:49:24 - 11-17-2010: iPad_Status_Server_1 -> 1d
13:49:24 - 11-17-2010: iPad_Enable_Server_2 -> 1
13:49:24 - 11-17-2010: iPad_Status_Server_2 -> 1d
